,"WML (long-short, gross)",WML + Vol-target,Long-only (top quintile),Long-only + Vol-target,Benchmark (QTUM)
2019-05-24,0.9885627604557551,,1.206435552714795,,1.0742689839938155
2019-05-28,1.0060825807311795,,1.2144375640678968,,1.0714847348727066
2019-05-29,1.0002874974957618,,1.207095791720274,,1.0668444765582479
2019-05-30,1.0053469079970991,,1.2147138637088155,,1.073804911096153
2019-05-31,1.016082867736072,,1.2047651129877568,,1.060811434756199
2019-06-03,1.0035470973474914,0.9951453106377689,1.1910029730437548,0.9923855813129218,1.0603477383882707
2019-06-04,1.002702293309616,0.9948156673260827,1.2371149534680008,1.017997053392202,1.088654396629457
2019-06-05,1.017854759376865,1.0007311947773327,1.243321969985805,1.0214017038568928,1.0905107823525415
2019-06-06,1.0661209418124422,1.0194041958456208,1.3072184222774497,1.0563916184307707,1.0863345028033116
2019-06-07,1.058697170118576,1.0166109825812508,1.32006853447986,1.0633137025618433,1.103040091662399
2019-06-10,1.0529676678350837,1.014446074370354,1.3356646389522242,1.071687727183036,1.1155692127073897
2019-06-11,1.044484758153198,1.0112302055962745,1.3361050844789697,1.0719232951310431,1.1178892947984023
2019-06-12,1.0542384012162909,1.0149460227134413,1.317464661719815,1.0619547445527249,1.1072161829467617
2019-06-13,1.0315400867592266,1.0063472341807658,1.3194473773002304,1.0630200658773075,1.1081445170069544
2019-06-14,1.016897292772482,1.0007260832614715,1.295831692167416,1.0503376174638943,1.0956153018295303
2019-06-17,1.0231712107063462,1.0031555810485724,1.2999194215090242,1.0525462101083023,1.0951512289318677
2019-06-18,1.0462916310434285,1.012075383851688,1.3373180154573845,1.0727314158545314,1.116961337267944
2019-06-19,1.0412557571727716,1.0101585940046198,1.3457696631981986,1.0772505044790635,1.125314367028572
2019-06-20,1.0344616299490568,1.0075649798470478,1.3580236368151455,1.0837889736368598,1.1378432998086951
2019-06-21,1.0293827745369786,1.0056184365294933,1.3364445080175693,1.0723094339765096,1.1225298355101618
2019-06-24,1.0400989734613728,1.009737861933867,1.3229013582590756,1.0650660410689314,1.1221574476028284
2019-06-25,1.0397206087042727,1.0095933232165175,1.3006965055197561,1.053149502056288,1.1067920222009466
2019-06-26,1.0116192868441451,0.9988559978757383,1.3161291525154506,1.0614787855148575,1.121691680321361
2019-06-27,1.0053802694121234,0.9964319481417204,1.336336954981273,1.072342668128832,1.1333325677228736
2019-06-28,0.997396596775811,0.9933183715585198,1.3399063204848416,1.0742519137214948,1.1412480699321148
2019-07-01,0.9851264059695712,0.9879318865808314,1.3662863750423933,1.0911933956882185,1.1603387863938348
2019-07-02,1.000740783927756,0.9948341778348252,1.3653017184711438,1.0905634707775285,1.1580105147810986
2019-07-03,1.0088364301233705,0.9983816105652213,1.3799898312478789,1.0999614031670242,1.1594074400957668
2019-07-05,1.019929285986639,1.0032205784212955,1.378122485429518,1.0987691449569135,1.154750802737861
2019-07-08,1.0357398404600788,1.0100755715142316,1.3764333520696566,1.0976903806117226,1.1454386576112523
2019-07-09,1.039753229470616,1.011800805456804,1.3928472302667672,1.1081756570643493,1.1486983696544903
2019-07-10,1.0403036401610999,1.0120368995677094,1.4065767941112504,1.116925613084138,1.1598731132448008
2019-07-11,1.044371839513074,1.0137814037160597,1.4107843295080993,1.1196018994925936,1.158941766946733
2019-07-12,1.0327413482605805,1.0088049407394033,1.4185262947549717,1.1245234078303756,1.1719792031331797
2019-07-15,1.043085689629042,1.0132589593786054,1.4274053544393583,1.1301616288058023,1.1733765049775822
2019-07-16,1.0366357844106984,1.0104971903887632,1.410279681301761,1.119300251628775,1.164063606791505
2019-07-17,0.9838833047836187,0.9878306445367705,1.3460620480037075,1.078473986029298,1.1617356175760694
2019-07-18,0.9758214089219089,0.9842627694725475,1.3461955233089107,1.0785596482887103,1.1668577398181423
2019-07-19,0.9869927921596441,0.989229621451284,1.3609538259427958,1.0880310977460592,1.1668577398181423
2019-07-22,1.023953517623475,1.0055585304655523,1.443511524062345,1.1408999036027656,1.1803607550211892
2019-07-23,1.0064489676760515,0.9979812805333096,1.4534238142733837,1.1471753598358174,1.1933981912076357
2019-07-24,0.9835158980889205,0.9879576194001038,1.463276707389289,1.1534047469211508,1.2218013351932653
2019-07-25,0.9753508185916152,0.984342264809748,1.4600819743223377,1.1513876170535096,1.2073668795597168
2019-07-26,0.9737059089574427,0.9836105179367689,1.4677221441527506,1.1562136617037473,1.2110919823546875
2019-07-29,0.9722127963444844,0.9829456713039116,1.4596283180317953,1.1511063527713934,1.2110919823546875
2019-07-30,0.9673953715381137,0.9807987472738329,1.451910676584296,1.1462310479297653,1.2059697659801811
2019-07-31,0.9937824606518709,0.9925911127850989,1.4470702162000253,1.1431700506234805,1.184085575418859
2019-08-01,1.0069972190976366,0.9982954926421683,1.4360987990322476,1.1361007260168345,1.1789639238389544
2019-08-02,1.0317802478739557,1.008913801998151,1.4020525461124813,1.1141324588515946,1.1608039888807007
2019-08-05,1.0070662534263233,0.9984694872244161,1.3492870294490376,1.079933200049917,1.1179666716588237
2019-08-06,1.0155300849584246,1.0020962063174863,1.375282224221256,1.096903111850487,1.1296072766630356
2019-08-07,1.0084236108050433,0.9990655202057958,1.3739216801794403,1.0960180308751366,1.1347293047726748
2019-08-08,1.0183127494257305,1.003299800309063,1.4343304934885672,1.1353232289097515,1.1649950472220063
2019-08-09,1.0294487974612994,1.0080416828712215,1.4250204867388663,1.1293126784130838,1.1524230959197266
2019-08-12,1.0107731104839728,1.0001381642652376,1.3970532065856671,1.1112352233427512,1.139385377335979
2019-08-13,1.002553225898477,0.9966230277715418,1.423096783199368,1.1281313688562005,1.158941766946733
2019-08-14,0.992796575591979,0.9924312874309571,1.3655951696405568,1.0909522380649739,1.1263479411495325
2019-08-15,0.9760176707685014,0.985182356841374,1.3432676846747422,1.0764037610120831,1.124020046066531
2019-08-16,0.9763549192261172,0.9853294793328669,1.3750339000905967,1.0971658992525404,1.1473010678100874
2019-08-19,0.9588993075955479,0.9777160734710152,1.3906128878909647,1.107304828557804,1.1575448416320644
2019-08-20,0.9612716458245352,0.9787614831364454,1.3815600992002588,1.1014253706018748,1.1542854119861279
2019-08-21,0.97232692715756,0.9836263469903384,1.4132698856376278,1.1220446067849674,1.1640636067915047
2019-08-22,0.9814418318223118,0.9876114552541966,1.4175342424597992,1.1248060271100377,1.1635981219073377
2019-08-23,0.9794563962787136,0.9867479847635898,1.3617286376652327,1.0886886788029129,1.1263479411495323
2019-08-26,1.0064939697648656,0.9985202220688896,1.381237928170007,1.1014104790925106,1.1333325677228734
2019-08-27,1.0119855392428148,1.0008747959588615,1.3758991622921373,1.097938192631342,1.1296072766630356
2019-08-28,1.0077782466562997,0.9990764289981492,1.3770073956177018,1.098659493498245,1.1324010331599388
2019-08-29,1.0069170627249404,0.9987074515653913,1.4112954079506086,1.1209727579212998,1.1538199271019611
2019-08-30,0.9956652854480748,0.9938842449030545,1.4037826891016145,1.1161056807932923,1.161270038559469
2019-09-03,0.9981154377743229,0.9951077823343665,1.3792080487046154,1.098706806892604,1.1486983696544901
2019-09-04,0.9926186769248401,0.9923662212539842,1.409093509690291,1.1199070345437705,1.1719792031331793
2019-09-05,0.9685549398626377,0.9803309928123267,1.4378072499883594,1.1402287543546235,1.200382535383676
2019-09-06,0.965594748901431,0.9788321022170511,1.4352194748007046,1.138401300593421,1.2027105245991112
2019-09-09,0.9566468854033147,0.9742944167085106,1.4321263664201882,1.136216555688764,1.2050387020794138
2019-09-10,0.9295292198807072,0.9604780902746585,1.407462988872611,1.1187920343451558,1.2078324585763165
2019-09-11,0.9171815712917363,0.9540953024028134,1.4314951949595682,1.1358032188455347,1.2278544272036707
2019-09-12,0.9240727202296768,0.957681463607228,1.4457122764611612,1.1458482707841662,1.2357699294129119
2019-09-13,0.9294799935985283,0.9604849276630093,1.4359200173096538,1.1389370196166826,1.23437290996581
2019-09-16,0.9419853992371595,0.9669496522161116,1.4410406218451022,1.1425537757706805,1.2311138568496076
2019-09-17,0.9571714278312878,0.9747480545511318,1.455299333746027,1.1526209886813392,1.2335388966040877
2019-09-18,0.9593345646857653,0.9758500717731119,1.45028588346491,1.1490850930422722,1.2326061383195155
2019-09-19,0.9731919549824144,0.9829018101151742,1.4479102424632615,1.1474089622054402,1.234937892832295
2019-09-20,0.971744643153044,0.9821705439652957,1.4321708418115258,1.1363020504583048,1.221413321301953
2019-09-23,0.9780645595756519,0.9853661101658125,1.4400093680064856,1.1418401646955136,1.2223462678513923
2019-09-24,0.9780018542336566,0.9853345065790943,1.4123227901936852,1.1222905676898913,1.20415790489819
2019-09-25,0.9751648748388245,0.9839046188820608,1.4352264571775164,1.138497652290749,1.21674971814396
2019-09-26,0.9721995702300638,0.9824078801538547,1.4290500007273892,1.13413470843485,1.2139515374226777
2019-09-27,0.978553660850395,0.9856199985968028,1.3952779413070795,1.1102674082822552,1.194364084108835
2019-09-30,0.9837182416914138,0.988222324440444,1.4068768844118476,1.1184863105119522,1.20182586798811
2019-10-01,0.9853095314358766,0.9890093675450163,1.3846648582005308,1.1025187090076365,1.1887676285338369
2019-10-02,0.9845578714096538,0.9886379054578068,1.3721537010378841,1.0935109718191103,1.1715122121300743
2019-10-03,1.0033289293331882,0.997917950362357,1.3992333118054086,1.11302467661112,1.1859694478125549
2019-10-04,1.0043356903320417,0.9984109461424222,1.428792041817861,1.1342853667141901,1.2046241428418256
2019-10-07,0.977925194447141,0.9854847032606074,1.419609770445791,1.1276939258543472,1.2022925765939132
2019-10-08,0.9692083321008259,0.9811598661097181,1.3771574006724852,1.097200857363369,1.1752433394007955
2019-10-09,0.9872792897250031,0.9901666371447093,1.4030262720870914,1.1158370404942792,1.1887676285338369
2019-10-10,0.9887961488351504,0.9909156319837169,1.4127933811025004,1.12286093426857,1.1948303220524708
2019-10-11,0.9801962853915215,0.9866724975922542,1.4354996976851897,1.1391790849447074,1.2204807512822478
2019-10-14,0.9873770100577045,0.990231215501991,1.4313189065598457,1.1361790639271747,1.2195478047328088
2019-10-15,0.9847255735588598,0.9889220331243597,1.4567392226651865,1.1544250882942066,1.236336889060502
2019-10-16,0.965373408909151,0.9793535806219171,1.421884587509583,1.1294491729844782,1.2274763913503206
2019-10-17,0.9529344632241843,0.9731406990737422,1.4295554572758826,1.1349588213691153,1.2302740072770013
2019-10-18,0.9460609468481601,0.9696848330860341,1.4134506507826625,1.123397391816191,1.219547804732809
2019-10-21,0.9585301643582681,0.9759772285168257,1.422067901568909,1.1295903539245886,1.2330725645280178
2019-10-22,0.9352869152663699,0.9643253471124004,1.385359723969119,1.1032245878305627,1.225144166175373
2019-10-23,0.9342379944811386,0.9637928874238042,1.3781182895791828,1.0980102051020804,1.2186151405806704
2019-10-24,0.9863779121145205,0.9902755624274667,1.4328383936241527,1.137432665350333,1.2396016842551545
2019-10-25,0.9817178104444014,0.9879721408336222,1.4472598485823653,1.1477844324756508,1.2503280750642143
2019-10-28,0.9886051108344225,0.9913846385719579,1.4738462264906298,1.1668500079919357,1.2666510155807058
2019-10-29,1.0042143548734483,0.999091304319451,1.4528287805995899,1.1518040540845123,1.2605882279296385
2019-10-30,1.0139743236426804,1.0038720154271985,1.4744543038550841,1.1673067676197615,1.26385274072699
2019-10-31,0.9829098262681885,0.9887300922010974,1.4521691790602105,1.1513536456456575,1.256857194791351
2019-11-01,0.9510583367183527,0.9724627102818334,1.4804234825983162,1.170320259726068,1.2797091609025448
2019-11-04,0.9564142968643173,0.9752432363903567,1.507586655548896,1.1885010573448969,1.295099249002031
2019-11-05,0.9722558326070316,0.9834446366856846,1.5013818120411708,1.184359517956777,1.3002290901036593
2019-11-06,0.9568690687140677,0.9755425736617315,1.4914156926357827,1.1777032290147245,1.292767212091951
2019-11-07,0.9549814992965576,0.9745655153493201,1.4900132560690025,1.1767655934757792,1.299296425951521
2019-11-08,0.9534657962343713,0.9737801819818451,1.4990364978812105,1.1827991877296626,1.3011619425206649
2019-11-11,0.9661786218327657,0.9803722509601863,1.5066034840962674,1.1878543538188315,1.2992964259515207
2019-11-12,0.9783086358195271,0.9866213690046323,1.5183977649280194,1.1957275190609593,1.3039602173743807
2019-11-13,0.9942862444154401,0.994802441644547,1.5295297480197223,1.2031497229833705,1.3011619425206649
2019-11-14,1.0080672765117338,1.001802972852763,1.5211397990732425,1.1975620016252748,1.2992964259515207
2019-11-15,1.0233037619138265,1.009490761574461,1.5523428310477647,1.2183608529212075,1.312820997481863
2019-11-18,1.0213438533010746,1.0085091098361616,1.540764825253407,1.2106671443076746,1.3067582098307957
2019-11-19,1.0260813452262727,1.0108842003723675,1.5407909382701381,1.2106845166798115,1.3011619425206649
2019-11-20,1.026150233493265,1.010918658265259,1.5263852391232586,1.201100770814163,1.293233826565321
2019-11-21,0.9990149226910179,0.9973460315586458,1.4773612807380523,1.168439179618252,1.2801756812434817
2019-11-22,0.9885127421382575,0.9920227773115866,1.465781170611967,1.1606848231155695,1.2829734854350299
2019-11-25,0.9932599686554887,0.9944415951753851,1.5079741366821182,1.188972605299392,1.2997632286897582
2019-11-26,0.9906011070618049,0.9930900333386364,1.5007757305038418,1.1841672226107625,1.303493791165878
2019-11-27,0.9900989754419331,0.992834450773209,1.5155963417147338,1.1940681762736953,1.3114222836509566
2019-11-29,0.9820721496114324,0.988747815234717,1.497371775825904,1.1819114554492405,1.3006954221797289
2019-12-02,0.9831613169752367,0.9892868476501889,1.4784770584601536,1.1685393993375057,1.2843728581929719
2019-12-03,0.9747348580668401,0.9851189151058097,1.4632730299602499,1.1577650776972603,1.2769111684461307
2019-12-04,0.9906902384881154,0.993045524281262,1.4720336588896044,1.163979959223527,1.287171038914254
2019-12-05,0.995130118869134,0.9952331885108471,1.4759716459115777,1.1667718892799541,1.2904356458440391
2019-12-06,1.0090362941057387,1.0020696409805803,1.5041389125812057,1.186736237636543,1.3072247301717326
2019-12-09,0.9899436357539017,0.9927492176133101,1.4881131949865982,1.1753995486119555,1.3002290901036597
2019-12-10,1.0004894346700628,0.9979478210941367,1.5003989877596873,1.1841002693363587,1.3025609387488728
2019-12-11,1.0186310942515702,1.0068429134681112,1.5391685239556328,1.2115333647565374,1.3142203702398052
2019-12-12,1.0246152107546298,1.0097504350716109,1.5815190983652696,1.2414223383697391,1.3384712384467734
2019-12-13,1.0275228700537906,1.0111589935727978,1.5747328718604483,1.236646210370357,1.3394041849962126
2019-12-16,1.0241649310899705,1.009534646345296,1.5964639660880902,1.251947310732569,1.3505967196164743
2019-12-17,1.025989064524482,1.0104185115809843,1.6128242139477469,1.2634505274342736,1.3524625185829189
2019-12-18,1.0175016628964646,1.0063097453031782,1.5965259649710404,1.2520029221861244,1.3515296661659133
2019-12-19,1.0234926083418632,1.0092222728211473,1.6072293245622984,1.2595287099043788,1.3599238318000257
2019-12-20,1.0362159157941793,1.0153893624384576,1.6229938306181562,1.2706054784871645,1.372049689499461
2019-12-23,1.0327385297030478,1.0137143679395322,1.628210339189109,1.2742671237761747,1.376246960581384
2019-12-24,1.038788630840023,1.0166335822423154,1.6333928273702971,1.2779036839793807,1.37251602157553
2019-12-26,1.0225938333557092,1.0088426234563133,1.64461741245726,1.2857774093986163,1.3790540838838588
2019-12-27,1.0310920594531965,1.0129638515954744,1.6296131729836194,1.2752597915907669,1.376719128868337
2019-12-30,1.0248656899925062,1.0099570171682823,1.6185141854526035,1.267472256891141,1.370648151695546
2019-12-31,1.0233039167070412,1.0092004769015432,1.6195287234560156,1.2681846057991772,1.3725160215755305
2020-01-02,1.0353167848034597,1.01536093520636,1.6686007442790667,1.3045902407193528,1.3977341946702027
2020-01-03,1.0336630683262644,1.0145175970455271,1.642047557390799,1.2849213807196613,1.3869930250690672
2020-01-06,1.0110085703271772,1.0029557150852293,1.6195782285650453,1.2682634224771963,1.3804548686283051
2020-01-07,1.0198650620763714,1.0075243046775957,1.6503930014657024,1.2911250609774045,1.3911960382294406
2020-01-08,1.0248467286967045,1.0100833676989043,1.6665603299157095,1.3031079087875956,1.4038052659754274
2020-01-09,1.039053303039322,1.0173642024207,1.669740897779308,1.305464069183736,1.4159471261885752
2020-01-10,1.0689632633818316,1.0325923811558182,1.6498847381498765,1.29075612617044,1.4112770278926638
2020-01-13,1.0468177228045397,1.021468766760584,1.6755073399337281,1.3097474247290342,1.4276220895310519
2020-01-14,1.0477806018440474,1.021957328284189,1.678616459636857,1.3120500300611586,1.4280892687990234
2020-01-15,1.021396656576685,1.0085761101883384,1.6509949542612579,1.2915956130035084,1.4168812964596509
2020-01-16,1.0202226252161646,1.007973290474753,1.6839261997900492,1.3160034793627646,1.43556103071626
2020-01-17,1.0196306958084274,1.0076691897229404,1.7024435701927132,1.3297140061561872,1.4416322902863516
2020-01-21,1.033872534131973,1.0149879013129068,1.707363122232154,1.333354429756967,1.43556103071626
2020-01-22,1.0336648737608038,1.0148818927378678,1.720363321913154,1.3429730012848746,1.4420990930245887
2020-01-23,1.0403017108365709,1.018270259443466,1.7396532558080293,1.3572395423523833,1.4509722986133065
2020-01-24,1.0355314514093814,1.0158423121836737,1.7050362953555902,1.331652293890342,1.43556103071626
2020-01-27,1.0142141281340233,1.0049683159312863,1.6382641694345412,1.2822447504144474,1.3911960382294404
2020-01-28,1.027865458524858,1.012002135032666,1.6796871560999307,1.312961075154584,1.4150131441823661
2020-01-29,1.0332928472600609,1.0147807577957704,1.6569566697686378,1.2961276294743174,1.3996023469474874
2020-01-30,1.0478250940820077,1.0222019737466284,1.6600685522652396,1.298433849035001,1.3921303026329501
2020-01-31,1.027559093361243,1.0119215864261768,1.5869044490704594,1.2442171959289314,1.3589730942206357
2020-02-03,1.033972046635352,1.015404184115848,1.6113263049868294,1.262522826582023,1.371581945436888
2020-02-04,1.0266536658567533,1.0114409444892736,1.662646298532422,1.3009645583709855,1.4080082791358
2020-02-05,1.0370908836592319,1.0171112504460722,1.6877617588697842,1.3197519871633565,1.415947126188575
