,0
2019-06-03,0.39349529675791134
2019-06-04,0.39349529675791134
2019-06-05,0.39349529675791134
2019-06-06,0.39349529675791134
2019-06-07,0.39349529675791134
2019-06-10,0.39349529675791134
2019-06-11,0.39349529675791134
2019-06-12,0.39349529675791134
2019-06-13,0.39349529675791134
2019-06-14,0.39349529675791134
2019-06-17,0.39349529675791134
2019-06-18,0.39349529675791134
2019-06-19,0.39349529675791134
2019-06-20,0.39349529675791134
2019-06-21,0.39349529675791134
2019-06-24,0.39349529675791134
2019-06-25,0.39349529675791134
2019-06-26,0.39349529675791134
2019-06-27,0.39349529675791134
2019-06-28,0.39349529675791134
2019-07-01,0.44079184477259364
2019-07-02,0.44079184477259364
2019-07-03,0.44079184477259364
2019-07-05,0.44079184477259364
2019-07-08,0.44079184477259364
2019-07-09,0.44079184477259364
2019-07-10,0.44079184477259364
2019-07-11,0.44079184477259364
2019-07-12,0.44079184477259364
2019-07-15,0.44079184477259364
2019-07-16,0.44079184477259364
2019-07-17,0.44079184477259364
2019-07-18,0.44079184477259364
2019-07-19,0.44079184477259364
2019-07-22,0.44079184477259364
2019-07-23,0.44079184477259364
2019-07-24,0.44079184477259364
2019-07-25,0.44079184477259364
2019-07-26,0.44079184477259364
2019-07-29,0.44079184477259364
2019-07-30,0.44079184477259364
2019-07-31,0.44079184477259364
2019-08-01,0.43218546197173724
2019-08-02,0.43218546197173724
2019-08-05,0.43218546197173724
2019-08-06,0.43218546197173724
2019-08-07,0.43218546197173724
2019-08-08,0.43218546197173724
2019-08-09,0.43218546197173724
2019-08-12,0.43218546197173724
2019-08-13,0.43218546197173724
2019-08-14,0.43218546197173724
2019-08-15,0.43218546197173724
2019-08-16,0.43218546197173724
2019-08-19,0.43218546197173724
2019-08-20,0.43218546197173724
2019-08-21,0.43218546197173724
2019-08-22,0.43218546197173724
2019-08-23,0.43218546197173724
2019-08-26,0.43218546197173724
2019-08-27,0.43218546197173724
2019-08-28,0.43218546197173724
2019-08-29,0.43218546197173724
2019-08-30,0.43218546197173724
2019-09-03,0.5002668598319471
2019-09-04,0.5002668598319471
2019-09-05,0.5002668598319471
2019-09-06,0.5002668598319471
2019-09-09,0.5002668598319471
2019-09-10,0.5002668598319471
2019-09-11,0.5002668598319471
2019-09-12,0.5002668598319471
2019-09-13,0.5002668598319471
2019-09-16,0.5002668598319471
2019-09-17,0.5002668598319471
2019-09-18,0.5002668598319471
2019-09-19,0.5002668598319471
2019-09-20,0.5002668598319471
2019-09-23,0.5002668598319471
2019-09-24,0.5002668598319471
2019-09-25,0.5002668598319471
2019-09-26,0.5002668598319471
2019-09-27,0.5002668598319471
2019-09-30,0.5002668598319471
2019-10-01,0.49234022381732107
2019-10-02,0.49234022381732107
2019-10-03,0.49234022381732107
2019-10-04,0.49234022381732107
2019-10-07,0.49234022381732107
2019-10-08,0.49234022381732107
2019-10-09,0.49234022381732107
2019-10-10,0.49234022381732107
2019-10-11,0.49234022381732107
2019-10-14,0.49234022381732107
2019-10-15,0.49234022381732107
2019-10-16,0.49234022381732107
2019-10-17,0.49234022381732107
2019-10-18,0.49234022381732107
2019-10-21,0.49234022381732107
2019-10-22,0.49234022381732107
2019-10-23,0.49234022381732107
2019-10-24,0.49234022381732107
2019-10-25,0.49234022381732107
2019-10-28,0.49234022381732107
2019-10-29,0.49234022381732107
2019-10-30,0.49234022381732107
2019-10-31,0.49234022381732107
2019-11-01,0.5077194962032402
2019-11-04,0.5077194962032402
2019-11-05,0.5077194962032402
2019-11-06,0.5077194962032402
2019-11-07,0.5077194962032402
2019-11-08,0.5077194962032402
2019-11-11,0.5077194962032402
2019-11-12,0.5077194962032402
2019-11-13,0.5077194962032402
2019-11-14,0.5077194962032402
2019-11-15,0.5077194962032402
2019-11-18,0.5077194962032402
2019-11-19,0.5077194962032402
2019-11-20,0.5077194962032402
2019-11-21,0.5077194962032402
2019-11-22,0.5077194962032402
2019-11-25,0.5077194962032402
2019-11-26,0.5077194962032402
2019-11-27,0.5077194962032402
2019-11-29,0.5077194962032402
2019-12-02,0.4915617952306348
2019-12-03,0.4915617952306348
2019-12-04,0.4915617952306348
2019-12-05,0.4915617952306348
2019-12-06,0.4915617952306348
2019-12-09,0.4915617952306348
2019-12-10,0.4915617952306348
2019-12-11,0.4915617952306348
2019-12-12,0.4915617952306348
2019-12-13,0.4915617952306348
2019-12-16,0.4915617952306348
2019-12-17,0.4915617952306348
2019-12-18,0.4915617952306348
2019-12-19,0.4915617952306348
2019-12-20,0.4915617952306348
2019-12-23,0.4915617952306348
2019-12-24,0.4915617952306348
2019-12-26,0.4915617952306348
2019-12-27,0.4915617952306348
2019-12-30,0.4915617952306348
2019-12-31,0.4915617952306348
2020-01-02,0.51998821797269
2020-01-03,0.51998821797269
2020-01-06,0.51998821797269
2020-01-07,0.51998821797269
2020-01-08,0.51998821797269
2020-01-09,0.51998821797269
